restaurant_branch_id,restaurant_branch_name,restaurant_primary_id,restaurant_primary_name,restaurant_zone_id,restaurant_zone_name,city_name,cuisine_name,commission_pct,enabled_disabled,restaurant_onboard_date,is_credit,delivery_by_partner,restaurant_type,chain,account_manager,cuisine,ops_staff,ops_manager,status
10102,Steam Bowl Asian Kitchen - Riverside,2102,Steam Bowl Asian Kitchen,2,Riverside,Rivermouth,"Bakery, Chicken, Seafood, BBQ",18.6,disabled,2024-07-21,yes,False,shop,Steam Bowl Asian Kitchen,Taylor Morgan,Bakery,Casey Patel,Drew Lee,OPEN
10103,Golden Wok - Riverside,2103,Golden Wok,2,Riverside,Rivermouth,"Chinese, Kebab, Coffee & Tea",20.2,enabled,2025-01-22,no,True,restaurant,Golden Wok,Emerson Nash,Chinese,Reese Kelly,Quinn Price,OPEN
10104,Royal Kebab House - Cultural Quarter,2104,Royal Kebab House,16,Cultural Quarter,Lakeview,"Pizza, BBQ, Breakfast, Chicken",21.3,disabled,2023-02-07,no,True,restaurant,Royal Kebab House,Taylor Price,Pizza,Jamie Price,Drew Lee,CLOSED
10105,Rice & Spice - Downtown,2105,Rice & Spice,8,Downtown,Rivermouth,"Fast Food, BBQ, Coffee & Tea",14.5,enabled,2025-03-10,yes,False,restaurant,Rice & Spice,Rowan Lee,Fast Food,Casey Patel,Drew Lee,OPEN
10106,Lotus Garden Chinese - North Ridge,2106,Lotus Garden Chinese,24,North Ridge,Hillcrest,"Biryani & Rice, Kebab",18.5,disabled,2024-06-15,no,True,restaurant,Lotus Garden Chinese,Drew Diaz,Biryani & Rice,Casey Patel,Quinn Price,Temporarily Closed
10107,Burger Junction - Garden City,2107,Burger Junction,11,Garden City,Northgate,"Chicken, Bakery",20.6,enabled,2024-09-09,no,True,restaurant,Burger Junction,Rowan Lee,Chicken,Reese Brooks,Cameron Nash,OPEN
10108,Cloud Nine Bakery - Harbor District,2108,Cloud Nine Bakery,7,Harbor District,Rivermouth,"Coffee & Tea, BBQ, Fast Food",13.0,enabled,2024-01-08,yes,True,restaurant,Cloud Nine Bakery,Alex Price,Coffee & Tea,Reese Brooks,Cameron Nash,OPEN
10109,Curry Leaf Kitchen - Airport Road,2109,Curry Leaf Kitchen,18,Airport Road,Eastport,"Healthy, Desserts, Fast Food",19.9,enabled,2024-01-15,no,False,restaurant,Curry Leaf Kitchen,Alex Price,Healthy,Quinn Ward,Quinn Price,OPEN
10110,Taco Fiesta - Hilltop,2110,Taco Fiesta,14,Hilltop,Lakeview,"Fast Food, Kebab",14.4,enabled,2024-07-29,yes,False,restaurant,Taco Fiesta,Jamie Diaz,Fast Food,Drew Morgan,Quinn Price,OPEN
10111,Cloud Nine Bakery - Hill Gardens,2111,Cloud Nine Bakery,23,Hill Gardens,Hillcrest,"Pizza, Salad",13.0,enabled,2024-12-31,no,True,restaurant,Cloud Nine Bakery,Rowan Lee,Pizza,Reese Kelly,Quinn Price,OPEN
10112,Grand Biryani House - Market Square,2112,Grand Biryani House,5,Market Square,Rivermouth,"Kebab, Breakfast",24.1,enabled,2025-03-23,no,True,restaurant,Grand Biryani House,Taylor Price,Kebab,Quinn Ward,Cameron Nash,OPEN
10113,Golden Wok - Uptown,2113,Golden Wok,6,Uptown,Rivermouth,"BBQ, Seafood, Pizza",20.0,enabled,2023-11-13,no,False,restaurant,Golden Wok,Alex Rivera,BBQ,Taylor Nguyen,Cameron Nash,OPEN
10114,Taco Fiesta - Cultural Quarter,2114,Taco Fiesta,16,Cultural Quarter,Lakeview,"Coffee & Tea, Seafood, Bakery",13.7,enabled,2024-07-18,yes,True,restaurant,Taco Fiesta,Taylor Morgan,Coffee & Tea,Rowan Diaz,Quinn Price,OPEN
10115,Burger Junction - Tech Park,2115,Burger Junction,4,Tech Park,Rivermouth,"Seafood, Burger, Chicken",15.3,enabled,2024-07-18,no,True,restaurant,Burger Junction,Alex Price,Seafood,Sam Foster,Cameron Nash,OPEN
10116,Burger Junction - Hilltop,2116,Burger Junction,14,Hilltop,Lakeview,"Coffee & Tea, Desserts",21.4,enabled,2025-05-12,yes,True,restaurant,Burger Junction,Alex Price,Coffee & Tea,Riley Bennett,Quinn Price,OPEN
10117,Coastal Seafood Grill - Green Park,2117,Coastal Seafood Grill,9,Green Park,Northgate,"Breakfast, Coffee & Tea, Seafood",15.8,disabled,2024-05-09,yes,False,restaurant,Coastal Seafood Grill,Drew Diaz,Breakfast,Jamie Price,Cameron Nash,OPEN
10118,Cheesy Crust Pizza - Garden City,2118,Cheesy Crust Pizza,11,Garden City,Northgate,"Pizza, Bakery, Kebab, Salad",21.5,enabled,2024-02-13,yes,False,restaurant,Cheesy Crust Pizza,Drew Diaz,Pizza,Reese Kelly,Cameron Nash,OPEN
10119,Milk & Honey Bakery - University Area,2119,Milk & Honey Bakery,10,University Area,Northgate,"Fast Food, Burger",24.3,enabled,2024-03-04,yes,True,restaurant,Milk & Honey Bakery,Alex Price,Fast Food,Reese Kelly,Cameron Nash,OPEN
10120,Cheesy Crust Pizza - North Ridge,2120,Cheesy Crust Pizza,24,North Ridge,Hillcrest,"Breakfast, Burger, Biryani & Rice",12.3,disabled,2024-06-01,no,True,restaurant,Cheesy Crust Pizza,Rowan Lee,Breakfast,Jamie Price,Cameron Nash,OPEN
10121,Sweet Tooth Desserts - Millbrook,2121,Sweet Tooth Desserts,22,Millbrook,Westbridge,"Biryani & Rice, Burger, Seafood, Fast Food",23.0,enabled,2023-09-28,no,False,restaurant,Sweet Tooth Desserts,Alex Rivera,Biryani & Rice,Jamie Price,Quinn Price,OPEN
10122,Sushi Circle - Lakeside,2122,Sushi Circle,13,Lakeside,Lakeview,"Seafood, Biryani & Rice, BBQ",19.1,enabled,2024-09-30,yes,True,mart,Sushi Circle,Alex Rivera,Seafood,Reese Kelly,Drew Lee,OPEN
10123,Sushi Circle - Business Bay,2123,Sushi Circle,17,Business Bay,Eastport,"Seafood, Healthy, Breakfast, Fast Food",12.6,enabled,2023-12-08,no,False,restaurant,Sushi Circle,Emerson Nash,Seafood,Quinn Ward,Drew Lee,CLOSED
10124,Taco Fiesta - Market Square,2124,Taco Fiesta,5,Market Square,Rivermouth,"Bakery, Seafood, Salad, BBQ",18.4,enabled,2024-05-01,yes,False,restaurant,Taco Fiesta,Drew Diaz,Bakery,Casey Patel,Quinn Price,OPEN
10125,Lotus Garden Chinese - Stadium Area,2125,Lotus Garden Chinese,19,Stadium Area,Eastport,"Fast Food, Desserts, Biryani & Rice, Burger",24.6,enabled,2025-03-05,yes,True,restaurant,Lotus Garden Chinese,Morgan Kim,Fast Food,Sam Foster,Quinn Price,OPEN
10126,Royal Kebab House - Residential Heights,2126,Royal Kebab House,20,Residential Heights,Westbridge,"Chinese, Fast Food, Desserts, Kebab",13.4,enabled,2023-11-18,no,True,restaurant,Royal Kebab House,Taylor Price,Chinese,Casey Patel,Quinn Price,OPEN
10127,Cloud Nine Bakery - Green Park,2127,Cloud Nine Bakery,9,Green Park,Northgate,"Pizza, Seafood, Chinese, Salad",16.2,enabled,2024-06-22,no,False,mart,Cloud Nine Bakery,Jamie Diaz,Pizza,Sam Foster,Drew Lee,OPEN
10128,Charcoal Chicken House - Stadium Area,2128,Charcoal Chicken House,19,Stadium Area,Eastport,"Coffee & Tea, BBQ, Kebab, Burger",19.9,enabled,2023-09-10,no,False,restaurant,Charcoal Chicken House,Sam Ward,Coffee & Tea,Riley Bennett,Quinn Price,OPEN
10129,Pasta Palace - Industrial Zone,2129,Pasta Palace,12,Industrial Zone,Northgate,"Seafood, BBQ, Kebab",15.6,enabled,2024-11-23,no,False,restaurant,Pasta Palace,Morgan Kim,Seafood,Riley Bennett,Cameron Nash,OPEN
10130,Pasta Palace - Downtown,2130,Pasta Palace,8,Downtown,Rivermouth,"Burger, Kebab, Biryani & Rice, Chinese",14.6,enabled,2024-07-29,no,True,restaurant,Pasta Palace,Alex Price,Burger,Drew Morgan,Cameron Nash,OPEN
10131,Lotus Garden Chinese - University Area,2131,Lotus Garden Chinese,10,University Area,Northgate,"Chicken, Healthy",16.3,enabled,2024-11-28,yes,True,mart,Lotus Garden Chinese,Morgan Kim,Chicken,Casey Patel,Quinn Price,CLOSED
10132,Lotus Garden Chinese - University Area,2132,Lotus Garden Chinese,10,University Area,Northgate,"Bakery, Burger, Coffee & Tea",12.8,enabled,2024-10-29,yes,True,shop,Lotus Garden Chinese,Morgan Kim,Bakery,Casey Patel,Cameron Nash,CLOSED
10133,Crispy Bucket Chicken - North Ridge,2133,Crispy Bucket Chicken,24,North Ridge,Hillcrest,"Pizza, Kebab, Burger",23.4,enabled,2024-08-04,yes,False,restaurant,Crispy Bucket Chicken,Emerson Nash,Pizza,Sam Foster,Drew Lee,CLOSED
10134,Noodle House Express - West Common,2134,Noodle House Express,21,West Common,Westbridge,"Chinese, BBQ, Chicken",16.3,enabled,2024-10-25,no,True,restaurant,Noodle House Express,Rowan Lee,Chinese,Riley Bennett,Quinn Price,OPEN
10135,Sizzling Grill House - Harbor District,2135,Sizzling Grill House,7,Harbor District,Rivermouth,"Seafood, Bakery, Chicken",17.2,enabled,2023-05-24,no,False,shop,Sizzling Grill House,Taylor Morgan,Seafood,Riley Bennett,Drew Lee,OPEN
10136,Royal Kebab House - Uptown,2136,Royal Kebab House,6,Uptown,Rivermouth,"Desserts, Kebab, Breakfast",12.1,enabled,2024-12-10,yes,True,restaurant,Royal Kebab House,Jamie Diaz,Desserts,Riley Bennett,Cameron Nash,OPEN
10137,Rice & Spice - North Ridge,2137,Rice & Spice,24,North Ridge,Hillcrest,"Chicken, Coffee & Tea, Burger, Bakery",20.0,enabled,2023-05-17,no,True,restaurant,Rice & Spice,Alex Price,Chicken,Reese Kelly,Drew Lee,OPEN
10138,Cloud Nine Bakery - University Area,2138,Cloud Nine Bakery,10,University Area,Northgate,"Coffee & Tea, BBQ",19.7,enabled,2024-06-22,no,False,restaurant,Cloud Nine Bakery,Alex Price,Coffee & Tea,Rowan Diaz,Cameron Nash,OPEN
10139,Lotus Garden Chinese - University Area,2139,Lotus Garden Chinese,10,University Area,Northgate,"Bakery, Salad",18.8,enabled,2023-07-30,no,True,shop,Lotus Garden Chinese,Jamie Diaz,Bakery,Jamie Price,Drew Lee,OPEN
10140,Steam Bowl Asian Kitchen - Green Park,2140,Steam Bowl Asian Kitchen,9,Green Park,Northgate,"Biryani & Rice, Coffee & Tea, BBQ, Burger",21.4,enabled,2025-04-16,yes,True,restaurant,Steam Bowl Asian Kitchen,Taylor Morgan,Biryani & Rice,Casey Patel,Drew Lee,OPEN
10141,Grand Biryani House - Hill Gardens,2141,Grand Biryani House,23,Hill Gardens,Hillcrest,"Fast Food, Burger, Healthy",14.3,enabled,2024-10-18,no,False,mart,Grand Biryani House,Alex Rivera,Fast Food,Reese Brooks,Drew Lee,OPEN
10142,Charcoal Chicken House - Hill Gardens,2142,Charcoal Chicken House,23,Hill Gardens,Hillcrest,"Salad, Bakery, Chicken, Pizza",24.9,enabled,2023-05-11,yes,True,restaurant,Charcoal Chicken House,Sam Ward,Salad,Reese Brooks,Quinn Price,OPEN
10143,Steam Bowl Asian Kitchen - University Area,2143,Steam Bowl Asian Kitchen,10,University Area,Northgate,"Biryani & Rice, Bakery",14.0,enabled,2025-06-15,yes,True,restaurant,Steam Bowl Asian Kitchen,Alex Rivera,Biryani & Rice,Taylor Nguyen,Cameron Nash,OPEN
10144,Urban Pizza Co - Central Plaza,2144,Urban Pizza Co,1,Central Plaza,Rivermouth,"Desserts, Coffee & Tea, Kebab",23.3,enabled,2023-02-15,no,False,restaurant,Urban Pizza Co,Taylor Price,Desserts,Jamie Price,Cameron Nash,OPEN
10145,Fresh Greens Salad Bar - Uptown,2145,Fresh Greens Salad Bar,6,Uptown,Rivermouth,"Desserts, BBQ, Coffee & Tea, Bakery",15.1,enabled,2024-11-07,yes,False,restaurant,Fresh Greens Salad Bar,Taylor Morgan,Desserts,Sam Foster,Quinn Price,OPEN
10146,Cloud Nine Bakery - Harbor District,2146,Cloud Nine Bakery,7,Harbor District,Rivermouth,"Biryani & Rice, Fast Food, Bakery, Coffee & Tea",20.7,enabled,2023-11-23,no,False,restaurant,Cloud Nine Bakery,Alex Rivera,Biryani & Rice,Quinn Ward,Quinn Price,OPEN
10147,Smokehouse BBQ - Old Town,2147,Smokehouse BBQ,3,Old Town,Rivermouth,"Breakfast, Fast Food, Seafood",17.4,enabled,2024-06-26,yes,False,restaurant,Smokehouse BBQ,Taylor Price,Breakfast,Reese Kelly,Quinn Price,OPEN
10148,Firehouse Wings - Residential Heights,2148,Firehouse Wings,20,Residential Heights,Westbridge,"Kebab, Salad, Chinese, Fast Food",15.5,enabled,2024-09-09,yes,True,restaurant,Firehouse Wings,Alex Price,Kebab,Sam Foster,Cameron Nash,OPEN
10149,Smokehouse BBQ - West Common,2149,Smokehouse BBQ,21,West Common,Westbridge,"Chinese, Breakfast",24.5,enabled,2025-02-11,no,True,restaurant,Smokehouse BBQ,Taylor Price,Chinese,Casey Patel,Cameron Nash,OPEN
10150,Royal Kebab House - Downtown,2000,Royal Kebab House,8,Downtown,Rivermouth,"Coffee & Tea, Bakery, Burger, BBQ",16.7,enabled,2024-04-22,yes,False,restaurant,Royal Kebab House,Rowan Lee,Coffee & Tea,Drew Morgan,Drew Lee,OPEN
10151,Crispy Bucket Chicken - Hilltop,2001,Crispy Bucket Chicken,14,Hilltop,Lakeview,"Pizza, Fast Food, Burger, Seafood",24.2,enabled,2024-03-03,no,True,restaurant,Crispy Bucket Chicken,Taylor Price,Pizza,Casey Patel,Quinn Price,OPEN
10152,Cheesy Crust Pizza - Sunset Boulevard,2002,Cheesy Crust Pizza,15,Sunset Boulevard,Lakeview,"BBQ, Salad, Biryani & Rice",24.6,enabled,2024-05-17,no,True,restaurant,Cheesy Crust Pizza,Rowan Lee,BBQ,Quinn Ward,Cameron Nash,OPEN
10153,Cheesy Crust Pizza - Central Plaza,2003,Cheesy Crust Pizza,1,Central Plaza,Rivermouth,"Fast Food, Salad, Chicken, Coffee & Tea",12.6,enabled,2023-05-21,yes,True,restaurant,Cheesy Crust Pizza,Taylor Morgan,Fast Food,Drew Morgan,Quinn Price,OPEN
10154,Crispy Bucket Chicken - Cultural Quarter,2004,Crispy Bucket Chicken,16,Cultural Quarter,Lakeview,"Biryani & Rice, Fast Food, Salad, Seafood",19.2,enabled,2024-06-26,no,False,restaurant,Crispy Bucket Chicken,Alex Rivera,Biryani & Rice,Quinn Ward,Cameron Nash,CLOSED
10155,Rice & Spice - Tech Park,2005,Rice & Spice,4,Tech Park,Rivermouth,"Seafood, Burger, Bakery, Salad",22.3,enabled,2024-02-20,no,True,mart,Rice & Spice,Taylor Price,Seafood,Riley Bennett,Quinn Price,OPEN
10156,Urban Pizza Co - Lakeside,2006,Urban Pizza Co,13,Lakeside,Lakeview,"Healthy, Breakfast",16.9,enabled,2024-10-14,yes,True,restaurant,Urban Pizza Co,Alex Rivera,Healthy,Reese Kelly,Quinn Price,Temporarily Closed
10157,Spice Route Kitchen - Residential Heights,2007,Spice Route Kitchen,20,Residential Heights,Westbridge,"Chinese, Salad",21.0,enabled,2023-10-05,yes,True,restaurant,Spice Route Kitchen,Sam Ward,Chinese,Sam Foster,Quinn Price,OPEN
10158,Burger Junction - North Ridge,2008,Burger Junction,24,North Ridge,Hillcrest,"Chinese, Desserts",13.9,enabled,2025-04-20,no,True,restaurant,Burger Junction,Alex Price,Chinese,Drew Morgan,Quinn Price,OPEN
10159,Kabab Corner - Sunset Boulevard,2009,Kabab Corner,15,Sunset Boulevard,Lakeview,"BBQ, Kebab, Pizza",22.3,enabled,2023-03-22,no,True,restaurant,Kabab Corner,Taylor Price,BBQ,Rowan Diaz,Drew Lee,OPEN
10160,Sweet Tooth Desserts - North Ridge,2010,Sweet Tooth Desserts,24,North Ridge,Hillcrest,"Fast Food, Coffee & Tea, Burger",22.2,enabled,2023-08-22,no,False,restaurant,Sweet Tooth Desserts,Alex Price,Fast Food,Casey Patel,Cameron Nash,OPEN
10161,Fresh Greens Salad Bar - Stadium Area,2011,Fresh Greens Salad Bar,19,Stadium Area,Eastport,"Chicken, Burger",14.0,enabled,2024-10-11,yes,False,restaurant,Fresh Greens Salad Bar,Drew Diaz,Chicken,Rowan Diaz,Cameron Nash,CLOSED
10162,Firehouse Wings - Market Square,2012,Firehouse Wings,5,Market Square,Rivermouth,"Pizza, Chicken",14.4,enabled,2024-07-22,no,True,restaurant,Firehouse Wings,Rowan Lee,Pizza,Sam Foster,Cameron Nash,OPEN
10163,The Breakfast Table - Harbor District,2013,The Breakfast Table,7,Harbor District,Rivermouth,"Burger, Healthy",17.0,enabled,2024-07-26,yes,True,restaurant,The Breakfast Table,Morgan Kim,Burger,Quinn Ward,Drew Lee,OPEN
10164,Cheesy Crust Pizza - Old Town,2014,Cheesy Crust Pizza,3,Old Town,Rivermouth,"Burger, Healthy, Breakfast",18.3,enabled,2023-09-15,yes,False,restaurant,Cheesy Crust Pizza,Taylor Price,Burger,Reese Brooks,Cameron Nash,OPEN
10165,Golden Wok - North Ridge,2015,Golden Wok,24,North Ridge,Hillcrest,"Healthy, BBQ, Bakery, Biryani & Rice",16.4,enabled,2025-05-30,yes,False,restaurant,Golden Wok,Taylor Price,Healthy,Reese Brooks,Drew Lee,OPEN
10166,Kabab Corner - North Ridge,2016,Kabab Corner,24,North Ridge,Hillcrest,"Kebab, Coffee & Tea, Biryani & Rice, Desserts",22.2,enabled,2023-10-15,no,False,restaurant,Kabab Corner,Alex Price,Kebab,Drew Morgan,Quinn Price,Temporarily Closed
10167,Burger Junction - Lakeside,2017,Burger Junction,13,Lakeside,Lakeview,"Biryani & Rice, Kebab, Chinese, Breakfast",22.4,enabled,2023-03-12,no,False,restaurant,Burger Junction,Sam Ward,Biryani & Rice,Drew Morgan,Drew Lee,OPEN
10168,Pasta Palace - Industrial Zone,2018,Pasta Palace,12,Industrial Zone,Northgate,"Biryani & Rice, Desserts",18.2,enabled,2024-06-02,no,True,restaurant,Pasta Palace,Rowan Lee,Biryani & Rice,Sam Foster,Quinn Price,OPEN
10169,Urban Pizza Co - Tech Park,2019,Urban Pizza Co,4,Tech Park,Rivermouth,"Coffee & Tea, Bakery, Pizza, Breakfast",20.0,enabled,2024-10-22,no,False,mart,Urban Pizza Co,Alex Rivera,Coffee & Tea,Rowan Diaz,Cameron Nash,OPEN
10170,Curry Leaf Kitchen - University Area,2020,Curry Leaf Kitchen,10,University Area,Northgate,"Bakery, Healthy, Biryani & Rice",22.0,enabled,2024-05-27,yes,False,mart,Curry Leaf Kitchen,Jamie Diaz,Bakery,Rowan Diaz,Drew Lee,OPEN
10171,Urban Pizza Co - Old Town,2021,Urban Pizza Co,3,Old Town,Rivermouth,"Burger, Bakery, Biryani & Rice",22.2,enabled,2023-12-23,no,True,restaurant,Urban Pizza Co,Jamie Diaz,Burger,Reese Kelly,Cameron Nash,OPEN
10172,The Breakfast Table - Business Bay,2022,The Breakfast Table,17,Business Bay,Eastport,"Coffee & Tea, Chicken, Breakfast",22.4,disabled,2025-01-28,yes,True,restaurant,The Breakfast Table,Rowan Lee,Coffee & Tea,Sam Foster,Drew Lee,Temporarily Closed
10173,Curry Leaf Kitchen - Stadium Area,2023,Curry Leaf Kitchen,19,Stadium Area,Eastport,"Pizza, Coffee & Tea",20.5,enabled,2025-01-25,yes,False,restaurant,Curry Leaf Kitchen,Alex Rivera,Pizza,Jamie Price,Quinn Price,OPEN
10174,Milk & Honey Bakery - Business Bay,2024,Milk & Honey Bakery,17,Business Bay,Eastport,"Chicken, BBQ, Seafood, Pizza",16.8,enabled,2023-04-27,no,False,restaurant,Milk & Honey Bakery,Rowan Lee,Chicken,Taylor Nguyen,Drew Lee,OPEN
10175,Coastal Seafood Grill - Uptown,2025,Coastal Seafood Grill,6,Uptown,Rivermouth,"Desserts, Pizza, Coffee & Tea",21.2,enabled,2024-09-21,yes,True,restaurant,Coastal Seafood Grill,Taylor Price,Desserts,Riley Bennett,Cameron Nash,OPEN
10176,Pasta Palace - Harbor District,2026,Pasta Palace,7,Harbor District,Rivermouth,"Desserts, Pizza, Breakfast",17.0,enabled,2024-10-12,yes,True,restaurant,Pasta Palace,Morgan Kim,Desserts,Quinn Ward,Drew Lee,OPEN
10177,Sweet Tooth Desserts - Uptown,2027,Sweet Tooth Desserts,6,Uptown,Rivermouth,"Biryani & Rice, Pizza",14.5,enabled,2024-07-29,no,False,restaurant,Sweet Tooth Desserts,Alex Rivera,Biryani & Rice,Reese Brooks,Drew Lee,OPEN
10178,Coastal Seafood Grill - Tech Park,2028,Coastal Seafood Grill,4,Tech Park,Rivermouth,"Fast Food, Burger, Chinese",19.0,enabled,2024-04-13,no,True,restaurant,Coastal Seafood Grill,Sam Ward,Fast Food,Sam Foster,Drew Lee,OPEN
10179,Royal Kebab House - Downtown,2029,Royal Kebab House,8,Downtown,Rivermouth,"Chinese, Healthy, Chicken, Kebab",22.8,enabled,2023-11-01,yes,False,restaurant,Royal Kebab House,Drew Diaz,Chinese,Reese Brooks,Cameron Nash,OPEN
10180,Curry Leaf Kitchen - Uptown,2030,Curry Leaf Kitchen,6,Uptown,Rivermouth,"Desserts, Coffee & Tea, Healthy, Pizza",20.0,enabled,2025-04-13,yes,True,restaurant,Curry Leaf Kitchen,Emerson Nash,Desserts,Riley Bennett,Quinn Price,OPEN
10181,Taco Fiesta - North Ridge,2031,Taco Fiesta,24,North Ridge,Hillcrest,"Desserts, Burger, Seafood",24.8,enabled,2023-04-08,yes,False,shop,Taco Fiesta,Sam Ward,Desserts,Quinn Ward,Quinn Price,OPEN
10182,Curry Leaf Kitchen - Uptown,2032,Curry Leaf Kitchen,6,Uptown,Rivermouth,"BBQ, Salad",20.8,enabled,2024-08-14,no,False,restaurant,Curry Leaf Kitchen,Drew Diaz,BBQ,Rowan Diaz,Drew Lee,OPEN
10183,Milk & Honey Bakery - Sunset Boulevard,2033,Milk & Honey Bakery,15,Sunset Boulevard,Lakeview,"Biryani & Rice, Bakery, Desserts",12.0,enabled,2025-01-20,yes,False,restaurant,Milk & Honey Bakery,Rowan Lee,Biryani & Rice,Rowan Diaz,Quinn Price,OPEN
10184,Steam Bowl Asian Kitchen - West Common,2034,Steam Bowl Asian Kitchen,21,West Common,Westbridge,"Bakery, Salad, Burger",16.4,enabled,2024-08-02,no,False,shop,Steam Bowl Asian Kitchen,Taylor Morgan,Bakery,Jamie Price,Cameron Nash,OPEN
10185,Green Bowl Healthy Eats - Green Park,2035,Green Bowl Healthy Eats,9,Green Park,Northgate,"Biryani & Rice, Breakfast",12.0,disabled,2023-07-27,yes,False,restaurant,Green Bowl Healthy Eats,Sam Ward,Biryani & Rice,Rowan Diaz,Quinn Price,OPEN
10186,Urban Pizza Co - Old Town,2036,Urban Pizza Co,3,Old Town,Rivermouth,"Healthy, Coffee & Tea",16.0,enabled,2023-08-28,no,True,restaurant,Urban Pizza Co,Taylor Morgan,Healthy,Drew Morgan,Drew Lee,OPEN
10187,Coastal Seafood Grill - Downtown,2037,Coastal Seafood Grill,8,Downtown,Rivermouth,"Fast Food, Kebab",16.5,enabled,2025-05-30,no,True,restaurant,Coastal Seafood Grill,Taylor Price,Fast Food,Casey Patel,Cameron Nash,OPEN
10188,Spice Route Kitchen - Uptown,2038,Spice Route Kitchen,6,Uptown,Rivermouth,"Pizza, Healthy, BBQ",22.6,enabled,2024-10-18,yes,True,restaurant,Spice Route Kitchen,Taylor Morgan,Pizza,Taylor Nguyen,Quinn Price,OPEN
10189,Sushi Circle - Stadium Area,2039,Sushi Circle,19,Stadium Area,Eastport,"Pizza, Healthy, Desserts, Coffee & Tea",17.8,enabled,2023-04-13,yes,True,restaurant,Sushi Circle,Alex Rivera,Pizza,Reese Kelly,Drew Lee,OPEN
10190,Noodle House Express - Riverside,2040,Noodle House Express,2,Riverside,Rivermouth,"Seafood, Desserts",19.8,enabled,2025-03-08,yes,False,restaurant,Noodle House Express,Alex Price,Seafood,Sam Foster,Cameron Nash,OPEN
10191,Fresh Greens Salad Bar - Hilltop,2041,Fresh Greens Salad Bar,14,Hilltop,Lakeview,"Healthy, Chicken, Chinese",18.5,enabled,2024-06-24,yes,False,shop,Fresh Greens Salad Bar,Morgan Kim,Healthy,Casey Patel,Quinn Price,OPEN
10192,Grand Biryani House - Cultural Quarter,2042,Grand Biryani House,16,Cultural Quarter,Lakeview,"Fast Food, Desserts",12.9,enabled,2023-02-10,yes,False,restaurant,Grand Biryani House,Emerson Nash,Fast Food,Casey Patel,Drew Lee,OPEN
10193,Urban Pizza Co - Hilltop,2043,Urban Pizza Co,14,Hilltop,Lakeview,"Chicken, Burger, Breakfast",18.6,enabled,2025-04-07,yes,False,restaurant,Urban Pizza Co,Drew Diaz,Chicken,Riley Bennett,Quinn Price,OPEN
10194,Smokehouse BBQ - Tech Park,2044,Smokehouse BBQ,4,Tech Park,Rivermouth,"Breakfast, Healthy",13.5,enabled,2023-02-26,no,True,restaurant,Smokehouse BBQ,Morgan Kim,Breakfast,Jamie Price,Cameron Nash,OPEN
10195,Sushi Circle - Garden City,2045,Sushi Circle,11,Garden City,Northgate,"Bakery, Pizza",21.7,enabled,2025-01-20,yes,True,restaurant,Sushi Circle,Alex Rivera,Bakery,Riley Bennett,Quinn Price,OPEN
10196,Pasta Palace - Hill Gardens,2046,Pasta Palace,23,Hill Gardens,Hillcrest,"Biryani & Rice, Seafood, Bakery",12.7,enabled,2023-06-20,no,True,restaurant,Pasta Palace,Drew Diaz,Biryani & Rice,Taylor Nguyen,Quinn Price,OPEN
10197,Curry Leaf Kitchen - Business Bay,2047,Curry Leaf Kitchen,17,Business Bay,Eastport,"Salad, Breakfast",12.2,enabled,2024-01-08,no,True,restaurant,Curry Leaf Kitchen,Taylor Morgan,Salad,Sam Foster,Quinn Price,OPEN
10198,Steam Bowl Asian Kitchen - Tech Park,2048,Steam Bowl Asian Kitchen,4,Tech Park,Rivermouth,"Breakfast, Kebab, Bakery",15.5,enabled,2024-01-17,yes,True,restaurant,Steam Bowl Asian Kitchen,Emerson Nash,Breakfast,Jamie Price,Drew Lee,OPEN
10199,Firehouse Wings - West Common,2049,Firehouse Wings,21,West Common,Westbridge,"Chicken, Seafood, Biryani & Rice",12.1,enabled,2024-07-31,no,True,restaurant,Firehouse Wings,Alex Price,Chicken,Reese Brooks,Cameron Nash,OPEN
10200,Grand Biryani House - Business Bay,2050,Grand Biryani House,17,Business Bay,Eastport,"Fast Food, Healthy",12.3,enabled,2024-10-13,yes,False,restaurant,Grand Biryani House,Alex Rivera,Fast Food,Riley Bennett,Cameron Nash,OPEN
10201,Curry Leaf Kitchen - Green Park,2051,Curry Leaf Kitchen,9,Green Park,Northgate,"Kebab, Burger",13.2,disabled,2025-05-15,no,False,restaurant,Curry Leaf Kitchen,Drew Diaz,Kebab,Taylor Nguyen,Cameron Nash,OPEN
10202,Rolls & Wraps Co - Business Bay,2052,Rolls & Wraps Co,17,Business Bay,Eastport,"Desserts, Fast Food, Healthy, Coffee & Tea",24.5,enabled,2023-09-25,no,False,restaurant,Rolls & Wraps Co,Rowan Lee,Desserts,Reese Kelly,Drew Lee,OPEN
10203,Urban Pizza Co - Hill Gardens,2053,Urban Pizza Co,23,Hill Gardens,Hillcrest,"Chicken, Pizza, Breakfast, Salad",17.8,enabled,2023-05-04,no,True,restaurant,Urban Pizza Co,Jamie Diaz,Chicken,Riley Bennett,Cameron Nash,OPEN
10204,The Breakfast Table - Lakeside,2054,The Breakfast Table,13,Lakeside,Lakeview,"Salad, Breakfast",16.3,enabled,2023-09-12,no,False,restaurant,The Breakfast Table,Sam Ward,Salad,Riley Bennett,Cameron Nash,OPEN
